X,Y,Z
1.0,1.0,1.0
1.0031692822382394,1.1298857692846003,0.9920499649051471
1.012504197930809,1.260030832231542,0.9848893135168258
1.0277685360804782,1.3912000051233635,0.9785595959017961
1.048756999738007,1.524150343899183,0.9731155214233888
1.0752952060021463,1.6596311441547007,0.9686249587415058
1.1072396860196376,1.7983839411421982,0.9651689358126203
1.1444778849852126,1.9411425097705381,0.9628416398897767
1.1869210365504572,2.0886463425627215,0.9617599286740027
1.2345464861383888,2.241590780463801,0.9620645390701351
1.287429353426218,2.4005727641279475,0.9638809283578057
1.3456630344686111,2.5662107952238427,0.9673621715015098
1.409355491901652,2.739150852587149,0.9726916949184589
1.4786292549428421,2.920066392220507,0.9800832764785805
1.5536214193911009,3.1096583472935375,0.9897810455045185
1.6344836476267655,3.3086551281428385,1.0020594827716327
1.721382168611591,3.517812622271989,1.0172234205079995
1.8144977778887499,3.7379141943515464,1.0356080423944107
1.9140258375828323,3.9697706862190456,1.0575788835643751
2.020210862268341,4.2141353649664,1.083660425476413
2.13339563433798,4.4717405604249025,1.114345682429275
2.2539419511584606,4.743415685389671,1.1500245204990023
2.382227474957258,5.030004099630082,1.1912023520991206
2.518645759156467,5.332362981399374,1.2385003920141557
2.6636062483728047,5.651363327434654,1.2926556573996335
2.817534278417611,5.9878899529569,1.3545209677820815
2.9808710762968436,6.342841491670947,1.4250649450590258
3.154073760211085,6.717130395765505,1.505372013498994
3.337615339555539,7.11168293591315,1.5966423997415147
3.531984714920025,7.527439201270319,1.7001921327971146
3.7376866780889917,7.965353099477317,1.8174530440473229
3.9552419120415068,8.426392356658328,1.9499727672446694
4.185169304689372,8.911456979571179,2.099431480064786
4.427278262120102,9.417976194543066,2.2684212703926856
4.682218156356823,9.946772733962156,2.4592034094685706
4.951117346455124,10.500731336694779,2.673799942642214
5.234979233580368,11.082088176991846,2.914508870435853
5.534682261007687,11.692430864488848,3.1839041485441895
5.850979914121973,12.332698444205842,3.4848356878343845
6.184500720417897,13.003181396547468,3.8204293543460652
6.535748249499892,13.70352163730295,4.194086969291324
6.905101113082159,14.432712517646067,4.6094863090547085
7.292812964988668,15.189098824135193,5.070581105193236
7.699012501153163,15.970376778713277,5.581601044436389
8.123703459619145,16.773594038707834,6.1470517686861035
8.566764620539892,17.59514969683096,6.7717148750167855
9.027949806178448,18.430794281179335,7.460647915675309
9.506887880907627,19.275629755234203,8.219184398080998
10.003082751210002,20.124109517861392,9.052933784825644
10.515913365677928,20.970038403311303,9.967781493673517
11.044633715013521,21.806572681218924,10.96988889756133
11.588372832028657,22.62622005660379,12.06569332459825
12.146033182134298,23.421025048812464,13.261269115681284
12.714641626293309,24.182481588620327,14.553496751977672
13.291167254680277,24.894692963210666,15.943156587935675
13.872469181198667,25.540771533599614,17.431364916321435
14.4548707696163,26.104497576325393,19.016450363379178
15.034159633565379,26.570319283448345,20.693953888831263
15.605587636542502,26.923352762550923,22.456628785878245
16.163870891908637,27.149382036737684,24.294440681198736
16.703189762889117,27.234859044635293,26.194567534949506
17.217188862573686,27.166903640392537,28.141399640765506
17.698977053916444,26.933303593680293,30.11653962575975
18.14112744973587,26.522514589691575,32.098802450523394
18.536753745438872,25.920235896212787,34.06638756091009
18.881111582595107,25.115726889855306,35.99665732203114
19.16613848482592,24.124828685594615,37.856123222576954
19.384783467779013,22.965309224536703,39.61442189029466
19.531417409065075,21.655029598926003,41.2453572412725
19.60183304825781,20.211944052145363,42.72690047993996
19.593244986893925,18.654099978715983,44.04119009906775
19.504289688473136,16.999637924297524,45.174531879767734
19.335025478458174,15.266791585688045,46.11739889149299
19.08693254427476,13.47388781082397,46.86443149203781
18.762912935311633,11.639346598780177,47.41443732753768
18.36729056292054,9.781681099769958,47.77039133246927
17.902626469356193,7.935178082314012,47.935550160478755
17.37166259001776,6.1408398060338625,47.91782669825735
16.781211799979953,4.419747379320876,47.73265894050894
16.138227847587547,2.7893452220522823,47.396657138639355
15.449795693364154,1.2634859630642339,46.92759023408034
14.723131510012212,-0.1475695598482627,46.34438585828957
13.965582682412954,-1.4371522999313662,45.66713033275062
13.184627807626455,-2.6021850014723498,44.91706866897297
12.38787669489162,-3.6431821997995986,44.116604568492065
11.582737530284858,-4.564066408163093,43.286984981973006
10.774861090709017,-5.370563805092831,42.43824305735224
9.969708066305653,-6.0693320666072506,41.58167073390813
9.172238992101423,-6.667543567741031,40.727751925598525
8.38681562248866,-7.172840733627804,39.885461304332374
7.6172009312253595,-7.593336039500181,39.06226429996978
6.866559111435148,-7.93761201068976,38.26411710032192
6.137455575607337,-8.214721222627105,37.49546665115109
5.431856955596894,-8.434186300841752,36.75925065617073
4.751241271760797,-8.605292927938468,36.05704311216072
4.096910005708154,-8.733115684240063,35.389654149089026
3.469269003092319,-8.82332254590672,34.75666737322808
2.8684896263142416,-8.881491837116185,34.15739379904249
2.2946013938099328,-8.912730909708193,33.590990678054
1.747491980050433,-8.921676143184474,33.05646149884155
1.226907215541821,-8.912492944708742,32.552655987041206
0.7324510868252174,-8.88887574910671,32.07827010534619
0.26358573647677286,-8.854048018866077,31.63184605350689
-0.180368536892332,-8.810762244136537,31.211772268330833
-0.6002332786358471,-8.76129994272977,30.81628342368272
-0.9969718780725119,-8.707471660119454,30.44346043048439
-1.3717051073528355,-8.650831655684234,30.091415088194946
-1.7255807824775178,-8.593312710183946,29.759143055280393
-2.059523687292113,-8.53589312586076,29.44541614364551
-2.374442698044925,-8.479371486800195,29.14900714723429
-2.6712492812309288,-8.424481232701794,28.868764436708094
-2.950857493591811,-8.371890658879106,28.603611959445622
-3.2141839821159537,-8.322202916259696,28.35254923954293
-3.4621479840384097,-8.275956011385151,28.114651377813452
-3.6956713268409436,-8.233622806411063,27.889069051787953
-3.9156784282520123,-8.195611019107043,27.675028515714555
-4.123096296246748,-8.162263222856717,27.47183160055876
-4.318854529046992,-8.133856846657725,27.278855714003406
-4.50388531512128,-8.110604175121722,27.095553840448677
-4.67912343318482,-8.092652348474378,26.921454541012142
-4.845486147176846,-8.079915813372269,26.756010434372005
-5.0036005912837025,-8.07214014785936,26.598766417083443
