x,y,Class
-1.6383215019836437,-2.1671680353142886,0.0
-1.5107954460992998,-0.5385624495197827,0.0
-2.6128763081140933,-2.191478215474593,0.0
-0.4205460894201637,-1.3959829970607291,0.0
-2.337625252248471,-1.2699259288887237,0.0
-2.784929665686257,-2.6182747092835,0.0
-1.9118661983914256,-4.1012608648795705,0.0
-3.5590228641266832,-2.6010527569955335,0.0
-3.0657340885965456,-2.086525140286077,0.0
-2.7809404694793654,-3.6601553803059863,0.0
-0.5223647050251803,-2.1703009128948976,0.0
-1.660340076144346,-3.6865122660372793,0.0
-3.1482851556893476,-1.852307501339395,0.0
-2.790891341120132,-1.3765127110664406,0.0
-2.5587068068638796,-2.3900209869196862,0.0
-2.440282092901935,-0.34243105543195596,0.0
-1.9182256708666903,-2.956616897122575,0.0
-0.9654131063970349,-2.6689116421888066,0.0
-1.712653211559491,-4.061462849021275,0.0
-3.3333009113368295,-2.1569539451087003,0.0
-1.4004760462224013,-1.9104882064326503,0.0
-2.220465961975159,-2.2706327211825443,0.0
-3.6430059768438676,-2.4956380749298144,0.0
-2.460597357976148,-0.9447378380088072,0.0
-1.721960653734122,-3.732002018590938,0.0
-1.5108963776716782,-2.5585083235584967,0.0
-2.80854529812101,-1.4490689169144653,0.0
-1.238174662198692,-1.2325714528281009,0.0
-2.9344616979315705,-2.1343345397086693,0.0
-1.6162243027960512,-0.9857368906041319,0.0
-2.308994645411696,-2.2131333343436963,0.0
-3.0282420040202505,-3.21685097466717,0.0
-1.1344017077258763,-0.7603117029514935,0.0
-2.55977355323562,-1.0233229345452366,0.0
-1.3538143477323779,-2.459876674156806,0.0
-1.445524897573352,-0.21473728917278723,0.0
-2.0180945209176637,-0.39589320270487466,0.0
-4.743275483176615,-1.241312066830186,0.0
-1.7897987018076005,-2.058230463032104,0.0
-1.9361284786006976,-4.077606767571175,0.0
-2.2195662960661924,-1.5226460787024305,0.0
-0.8108769184851923,-2.977506408901095,0.0
-2.9186009727915043,-2.745899528767368,0.0
-1.186225921827388,-1.70080495410381,0.0
-2.6204098855716413,-1.1962390599924948,0.0
-1.8375734977314955,-0.971260137544945,0.0
-2.577611665068672,-2.555428770153922,0.0
-2.184285795648104,-3.4786678054392106,0.0
-1.5697835994871814,-1.9533161744281418,0.0
-2.305638296560752,-2.071009201770141,0.0
-3.340088836830911,-2.601055633636861,0.0
-2.516647132781708,-2.577190312338665,0.0
-2.3991680902394745,-1.2674145525342688,0.0
-0.2939382457190436,-1.6977438020464846,0.0
-1.8081733044270325,-1.9538084295496987,0.0
-4.0275940157218795,-2.0590724566636753,0.0
-1.9315859549798293,0.26280462132899157,0.0
-2.0441960956970973,-1.8010953709607047,0.0
-2.0804317527732468,-3.3675479125412346,0.0
-1.3696439172440416,-1.2862725198332596,0.0
-0.7264449686343699,-2.7524665972151343,0.0
-0.6010577650107798,-3.454429228633934,0.0
-1.4086497276373202,0.29987944884502055,0.0
-3.226698888192457,-2.3434333906689977,0.0
-1.7572723718241101,-2.3598385089746126,0.0
-3.4629682833041873,-1.9275136936551749,0.0
-2.927731466532741,-1.4080447426165428,0.0
-2.990232376422008,-0.5647859495618408,0.0
-2.76288203328384,-2.0122574859066384,0.0
-1.4343041977611104,-3.524369369584443,0.0
-1.7395878971485672,-0.6826797053463682,0.0
-3.572814901687146,-1.7665755018859957,0.0
-1.7847576566785375,-0.9202044405022731,0.0
-3.557131506573385,-3.4861560180403255,0.0
-1.4987093864129117,-2.0316530889976474,0.0
-1.7846780305405376,-1.3212577573574207,0.0
-2.6758474239192984,-1.7216061216952596,0.0
-1.9589604797358349,-2.837623699634263,0.0
-0.20926476492003082,-1.5897100984394592,0.0
-2.9349747382018947,-1.2319081792211453,0.0
-3.196973261614728,-1.1636144405711468,0.0
-0.7417600712932388,-2.592652510647457,0.0
-0.7205157334420036,-1.7902379114290754,0.0
-1.3401113422475777,-0.3547225891289759,0.0
-2.292192087824267,-2.6604644894682226,0.0
-2.692047526307703,-2.8310004896939427,0.0
-2.141071214065073,-1.6284964267336082,0.0
-1.8903377809959856,-0.7549090066250215,0.0
-2.3085303135457047,-0.5095178070635382,0.0
-1.8599355893920282,0.7215291355016183,0.0
-1.4123404592352928,-2.9286466409783682,0.0
-3.106970834413594,-1.2429578898215088,0.0
-2.6658351675917524,-0.9793127656486428,0.0
-1.8115538059164842,-2.126159378503756,0.0
-2.9326426021281375,-3.3971365707317207,0.0
-2.7661398224437708,-1.0511666724601392,0.0
-1.3810443312124254,-3.51837357963055,0.0
-1.7888778406267387,-1.7470790558304852,0.0
-2.7986799949625256,-1.8424453385713215,0.0
-2.070088663362862,-3.0453958408564086,0.0
-1.281343017694368,-1.4773962319772254,0.0
-0.7729971683950866,-1.20485253953933,0.0
-3.5689566433206927,-2.8433437843390474,0.0
-1.1881415270841473,-1.4150913793306592,0.0
-1.5475639197985829,1.852589771739392,0.0
-1.6791910361007765,-0.7435312945483277,0.0
-0.8695316240421158,-1.439026815260818,0.0
-2.409277674192246,-1.1878551335763228,0.0
-2.860169161745691,-2.2500451296651733,0.0
-2.0654191899958003,-1.9675310007628768,0.0
0.2429905362692642,-3.99677355371878,0.0
-1.1649014153254993,-3.648960705833272,0.0
-2.6018064734537187,-0.6467885965780316,0.0
-1.6517993800018098,-3.197829491077047,0.0
-3.088611699532091,-1.1188995130979398,0.0
-2.867292596869137,-1.6254162905854714,0.0
-2.3484489236385535,-2.473080879945955,0.0
-0.0982902965308306,-1.219928153868684,0.0
-4.02228797309032,-2.0043335691099013,0.0
-2.743193727353744,-1.0103029738124358,0.0
-2.7713418478096536,-1.9978538453724024,0.0
-1.0997246041164457,-1.447093128172089,0.0
-2.8768538920620514,-2.313630048336306,0.0
-2.654702120825582,-2.9193919577215097,0.0
-0.2723698378743098,-1.4106882666541527,0.0
-3.2863937784105524,-0.7799070668957543,0.0
-0.16807894099767856,-0.9699525290180641,0.0
-3.769848654836637,-2.411507696341258,0.0
-0.5557113727939171,-2.7918218243549915,0.0
-2.0770233431791985,-1.1855763172113643,0.0
-2.839582761231381,-1.9786664050694602,0.0
-4.994110901704642,-3.2385983772640996,0.0
-2.1165249303030707,-3.0092816794692547,0.0
-0.7233062128696681,-3.366211012776837,0.0
-2.5408804528985183,-1.885563957334238,0.0
-0.4891914142262172,-3.53330786400215,0.0
-0.9719778636773628,-1.982936455482808,0.0
-3.1989578388205113,-1.7550615515137662,0.0
-1.6650656478352293,-2.8299756841905257,0.0
-1.7969354148281387,-2.29279533829097,0.0
-2.231644000506871,-1.4733822559460843,0.0
-0.17516130324517343,-3.4340486050547856,0.0
0.0401525221943891,-3.859675620872123,0.0
-1.9951069931790641,-1.4619905707243226,0.0
-1.8385101712032956,-2.338225547480892,0.0
-1.8603423175977594,-2.297229324502474,0.0
-2.5723011284312065,-1.3120510473071607,0.0
-1.8090733953462657,-2.588406774207503,0.0
-1.0167204803890126,-1.4123807605341048,0.0
-1.0570478626538122,-1.6709872184283514,0.0
-2.618605487377488,-2.7597931656598518,0.0
-1.3295006492672086,-1.3395896933161962,0.0
-1.621768096007355,-1.2606889054901458,0.0
-0.6009904923843385,-2.6282107125799072,0.0
-1.346001489133852,-2.024661567259127,0.0
-2.2818147283386585,-0.5421808768303454,0.0
-1.1285694991736899,-1.0869417461810824,0.0
-0.5613363424347786,-1.8946788362443496,0.0
-1.1502589286111136,-2.4337173939028403,0.0
-1.7874939983007638,-2.3501739009620235,0.0
-1.8151037888832366,-1.2490556738606635,0.0
-2.7266661100030953,0.42728576235496774,0.0
-3.007136585265511,-3.0804402816692296,0.0
-1.060229301727795,-1.2857572465319445,0.0
-1.2367726314346894,-1.2018340685870912,0.0
-2.071040162379751,-2.911574221857445,0.0
-2.2277701911424357,-2.7485675516734336,0.0
-0.8468036338782915,-2.0320163782808254,0.0
-2.7253640525162695,-2.311431104216801,0.0
-1.5856559139987403,-2.6957887806986642,0.0
-2.6824547115259243,-1.6721181996302097,0.0
-1.6566296592927174,-2.6121501439046457,0.0
-2.9017068895925715,-1.5485195202916244,0.0
-3.5438518326990054,-3.5800189271851792,0.0
-2.579748438869637,-2.291849679695673,0.0
-1.4771051575926708,-0.4012425931351085,0.0
-1.0056265121578851,-2.4331296722035343,0.0
-1.7766274108254088,-2.9502792583910376,0.0
-2.0923685638416303,-2.259980945451688,0.0
-2.0325284862415742,-2.745500381256189,0.0
-1.686527787395242,-0.7377951441661292,0.0
-2.413231985700436,-1.3757506029030735,0.0
-1.4357086870274451,-2.0944749299025363,0.0
-1.8830678108000427,-2.3288791907367945,0.0
-2.1256287894409,-2.5258474598540785,0.0
-2.006669461328391,-1.6116591680526704,0.0
-0.5168527470344008,-0.940372626681284,0.0
0.3766622206920485,-2.4776477169094644,0.0
-1.199633092437139,-2.081867531478056,0.0
0.10710990099301707,-2.7562421840385745,0.0
-3.0324736274228985,-2.790822828423031,0.0
-4.05513814799983,-2.535485491994851,0.0
-2.752573262471381,-2.0013052804638063,0.0
-1.704324167063994,-0.30867578963777464,0.0
-0.8715364795889925,-2.3698537887176525,0.0
-3.2676522437959767,-1.6939830005319765,0.0
-3.6195390580386584,-0.2985460210270259,0.0
-0.8372474732367852,-2.7591046960444108,0.0
-3.8975064917159403,-0.8469191002508869,0.0
-2.073086379372829,-0.7483148206192881,0.0
-3.738775169461818,-2.5640108485258932,0.0
-2.10409231719927,-2.0073504283004686,0.0
-2.115375053419536,-1.1090578572944316,0.0
-3.327536676768114,-1.9764330014454585,0.0
-1.7174250573897827,-1.7152138236917747,0.0
-1.124629593160138,-2.817055708155359,0.0
-3.758623131984505,-0.9058237423043437,0.0
-1.4641536946517077,-2.694187474391424,0.0
-0.3385527694295724,-1.816207522427042,0.0
-0.7425636317505447,-2.1977759442521076,0.0
0.2702114662062768,-0.010741159071240847,0.0
-2.294842297292679,-1.0371244390084169,0.0
-1.660845550925997,-0.5285174912640843,0.0
-2.8505119722372756,-1.326386743401423,0.0
-0.7167048411763117,-3.8255549326191027,0.0
-3.070337327487055,-4.2431650454985235,0.0
-2.2741172646194054,-1.3173285957846048,0.0
-0.4525813634957836,-1.9998106053468967,0.0
-0.3976789735630417,-3.2148920239265903,0.0
-3.790735286802798,-2.3768631190443545,0.0
-1.2660177702196087,-1.7564039323559957,0.0
-4.3258946390610005,-1.9511784784637496,0.0
-3.405064454615122,-1.2776300081037495,0.0
-1.574556928100453,-2.9867613463906197,0.0
-2.6706200504539725,-3.1973217323522034,0.0
-2.24591748036942,-1.2112221211448506,0.0
-2.999161704345415,-1.6391054823043059,0.0
-2.393847205229917,-2.495423601195159,0.0
-2.223041008228566,-2.987361422312299,0.0
