x,y,Class
7.201147650981805,-21.587878158214075,0.0
-17.01792262977326,-9.686194970044522,0.0
-16.484626398287897,7.371902151512636,0.0
4.063393225443768,-9.662099138474048,0.0
8.60015306169594,-19.933155074803203,0.0
11.234215527147407,8.243421928133223,0.0
9.741330283650056,8.61634633149356,0.0
-18.886352208875888,-2.1302041553850417,0.0
12.64770689346986,-19.45747267124307,0.0
11.095279630572238,-2.1061408772755317,0.0
5.532733290448046,-8.254516939996469,0.0
-1.4406306850188149,-22.00510311006342,0.0
-4.213548167978235,-6.812843963883878,0.0
25.15800402663332,-2.984229413357947,0.0
-0.6305661816359606,16.361986422636182,0.0
-14.975394069202851,-13.486306427117796,0.0
19.166205160486943,-13.793372521939817,0.0
-17.52850125638755,5.597481237155219,0.0
-9.861718349078192,14.328915954913425,0.0
-10.457382860540987,-17.34312508572053,0.0
-0.6797981595614119,-21.700102701483793,0.0
21.913338300151906,-11.233839900786416,0.0
8.428020695701862,-8.636716656958791,0.0
-18.32623992043854,3.672352600712474,0.0
-6.319534354990747,-4.406440771450201,0.0
-13.873790890942164,10.492161346982938,0.0
5.312732487201117,-8.443047831500504,0.0
-4.918030116404816,2.6869619113723537,0.0
13.834425783153858,-19.091594340802136,0.0
-3.6468135843303715,15.774957408160795,0.0
11.948039794448661,-2.8421074819777457,0.0
10.924784435663621,-3.8145955976532693,0.0
2.817022104613779,15.13999921563456,0.0
-0.0009936422353426547,3.9527655710601493,0.0
10.661286461468181,-20.62760005225259,0.0
-6.465455664663781,-2.364625219150097,0.0
-13.949566808728878,-14.657019568162347,0.0
-16.536956675290835,-11.46637347836982,0.0
-1.623548220421819,4.294245643804875,0.0
11.94378199772431,1.848666870021706,0.0
-16.681090023916443,6.748519894929913,0.0
-9.54088462420178,-18.82105416612151,0.0
-1.3675278804316264,16.128068778279598,0.0
-3.3076120881216444,-21.30239666743355,0.0
9.798917155758028,-20.87583543061929,0.0
12.815437066201795,1.1786615921095402,0.0
1.493227117574303,-9.212296595471905,0.0
-10.399926049551432,13.34172259943092,0.0
-15.727142542622547,-12.180030015854202,0.0
1.1737114682109762,-9.511368786884987,0.0
15.089542305408186,-18.162332692010818,0.0
-4.545927908813851,14.459941250135339,0.0
11.985022139935348,-1.5723137272137322,0.0
-14.054340744921074,-14.63487655317374,0.0
17.693394396771993,-16.60823509898291,0.0
-17.47845955768029,-3.8160726949273367,0.0
2.5387448074792847,14.91619680232263,0.0
22.993980655530038,-10.261505622265005,0.0
0.5845199131558284,2.2240545428291907,0.0
-2.046682418250135,3.607372083410037,0.0
-17.22180380573359,5.360600521756238,0.0
11.295887753088298,-19.49336628238618,0.0
12.760182457935272,-19.586892161756246,0.0
11.70686205167691,5.501097779312135,0.0
-15.47865550614923,-13.02038780704267,0.0
12.655123321396701,3.8255539208932396,0.0
5.437468429171024,13.408794415345007,0.0
-18.5547307390421,3.52094563616759,0.0
9.106577882230573,11.354134832686135,0.0
-5.488374436183647,0.22693468318615345,0.0
1.4906183651949636,-9.92128098407588,0.0
1.1304799364477667,-9.830192268151839,0.0
5.449205466836384,-8.74024459162167,0.0
-13.542659229244224,11.574311540596135,0.0
-18.311276509011794,-5.787382779579087,0.0
-2.7254840221900563,3.593952383939065,0.0
-8.357609379879753,13.233423277965626,0.0
-3.688790910869018,-21.394626160340845,0.0
0.6733060282504406,14.899058748856447,0.0
6.988407362814816,-8.284915983115132,0.0
-1.4676740136187578,-8.369985146483423,0.0
9.922047601452164,-20.798883683746,0.0
-4.673042507776266,2.4755289461035828,0.0
6.9857714054493805,-21.881404272574486,0.0
-16.773888048352894,-10.73529507995901,0.0
0.8260159076948379,-21.23804640458763,0.0
-17.47047954301472,2.7849240305700937,0.0
-1.5148587517580538,-21.277898118565435,0.0
-6.499388691399957,0.397426357560925,0.0
4.216004991673585,-9.804422831359194,0.0
-17.651160666150037,3.663606368386572,0.0
8.62259530888381,-6.557856038233823,0.0
21.956739381845075,-11.528490673865626,0.0
