X,Y,Z
1.0,1.0,1.0
1.033937543815399,1.4153441833811522,0.9781987810825719
1.1310443296717354,1.8531956992481498,0.9638479517352345
1.2864459775170605,2.3393618687725786,0.9594070225530195
1.5002880248278112,2.897888792537384,0.9687892786188357
1.7775003744944569,3.552165511338268,0.9977868012103439
2.1250556474915063,4.329024916247652,1.0552725646584284
2.5530982535376494,5.257807527992641,1.1545104284208552
3.076446919612257,6.370569880695365,1.3121295187064426
3.7126665994596277,7.703352713223513,1.5554666675617157
4.481815648649905,9.296031911710482,1.9247459674814156
5.4032107740092234,11.174939983541035,2.4812417196036276
6.506348796214511,13.389668756761534,3.3003800396281733
7.827060512166705,16.00183053122611,4.475063091045824
9.389257639723125,19.00576907308323,6.145225454106095
11.204699012146142,22.327488301395952,8.49825784790545
13.272990578103201,25.82465228814194,11.76900713038731
15.573887543762593,29.27874389828169,16.208573494175464
18.026210376686176,32.24605534216783,21.970674803632363
20.483917071352884,34.101858435164274,29.052835607728863
22.712109704650643,34.19255229108673,37.0981815877314
24.409774797615757,31.89315585656484,45.39081780111975
25.253002043181034,27.14732661721301,52.76315445742955
25.01339647171842,20.45337431542304,58.16495599027596
23.641715945738703,12.699301072089638,60.99124808205073
21.254920991786534,5.185935505398298,61.22117625151434
18.13356654010424,-1.1421238535257778,59.45604739920272
14.623479235269684,-5.84243799317495,56.537416511610566
11.059696556088305,-8.960585413643035,53.285457151250235
7.679144203905045,-10.78336324010638,50.177472042277046
4.630778034556211,-11.68335399448971,47.47904025452914
1.9794855936179534,-12.004854512608109,45.25832568946375
-0.2664093543798236,-11.954027232120797,43.47143020883799
-2.1243838642581814,-11.691249526386239,42.05061470963827
-3.630745102899387,-11.31591452892023,40.91383984958592
-4.831011654694324,-10.890189337712673,39.98732090048469
-5.767686233856821,-10.449936603835361,39.21119220908212
-6.482733435028166,-10.021753172036295,38.53812004894009
-7.018024278022978,-9.625460334368208,37.93384152176973
-7.410130530021166,-9.269093895550416,37.37323667025659
-7.684113275406636,-8.955409521589175,36.84120869085964
-7.863933190063841,-8.687675928705662,36.327247933554304
-7.973602200977783,-8.469619054681218,35.82450426072657
-8.03709852659085,-8.305304466337883,35.32978458445762
-8.071593193586141,-8.193104247452576,34.84361126490089
-8.086604191710403,-8.130459277485324,34.369219818696465
-8.091681179893712,-8.116131929286428,33.91014119172124
-8.096008930512983,-8.147936985752544,33.469850856613135
-8.108407329391992,-8.222741639826666,33.051768812771094
-8.136169597024674,-8.336874078205412,32.659493277303405
-8.181705019232957,-8.488300572798607,32.29821539468952
-8.246765598124403,-8.675105738285497,31.973430523414343
-8.33303350444984,-8.894539609239324,31.690050603264222
-8.442092190082837,-9.143016732478202,31.452399737655647
-8.575426388019684,-9.416116167065107,31.26421419363527
-8.734074671392866,-9.708791071937787,31.128540896410637
-8.916004083455682,-10.017141127343887,31.048751646324572
-9.1192835957099,-10.336409200643171,31.030132946800247
-9.34168144243618,-10.660733403110376,31.076535702792608
-9.580300425988785,-10.983331251003264,31.190002163365815
-9.83157791679561,-11.296499665562648,31.37076592169326
-10.091285853358146,-11.591614973012366,31.617251915057544
-10.354530742251512,-11.859132904559313,31.926076424850507
-10.616089482033532,-12.089513235931948,32.29248904735287
-10.870135574490279,-12.275118093476415,32.710461061278274
-11.108456452269653,-12.405770002937862,33.16971165400048
